company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Apl Logistics","Atlanta","GA","osm_industrial","osm-201437146","https://www.openstreetmap.org/way/osm-201437146","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Johnson Controls","Atlanta","GA","osm_industrial","osm-201437147","https://www.openstreetmap.org/way/osm-201437147","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Jit Packaging","Atlanta","GA","osm_industrial","osm-201437467","https://www.openstreetmap.org/way/osm-201437467","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Maxwell Chase","Atlanta","GA","osm_industrial","osm-201437468","https://www.openstreetmap.org/way/osm-201437468","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Uniform Advantage Warehouse","Lithia Springs","GA","osm_industrial","osm-201438134","https://www.openstreetmap.org/way/osm-201438134","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Star Mart","Atlanta","GA","osm_industrial","osm-201438135","https://www.openstreetmap.org/way/osm-201438135","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Apl Logistics","Atlanta","GA","osm_industrial","osm-201438136","https://www.openstreetmap.org/way/osm-201438136","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dawn Food Products","Atlanta","GA","osm_industrial","osm-201438411","https://www.openstreetmap.org/way/osm-201438411","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Mac Papers","Atlanta","GA","osm_industrial","osm-201438869","https://www.openstreetmap.org/way/osm-201438869","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Del Monte Foods","Atlanta","GA","osm_industrial","osm-235522678","https://www.openstreetmap.org/way/osm-235522678","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ups","Atlanta","GA","osm_industrial","osm-236152512","https://www.openstreetmap.org/way/osm-236152512","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Staples Warehouse","Atlanta","GA","osm_industrial","osm-245558873","https://www.openstreetmap.org/way/osm-245558873","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Keurig","Atlanta","GA","osm_industrial","osm-260697263","https://www.openstreetmap.org/way/osm-260697263","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"O'Reilly Auto Parts (Ozark Automotive Distributors)","Forest Park","GA","osm_industrial","osm-262715385","https://www.openstreetmap.org/way/osm-262715385","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"American Tire Distributors","Atlanta","GA","osm_industrial","osm-267602398","https://www.openstreetmap.org/way/osm-267602398","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Home Depot","Atlanta","GA","osm_industrial","osm-269376305","https://www.openstreetmap.org/way/osm-269376305","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Graham Packaging","Atlanta","GA","osm_industrial","osm-269376306","https://www.openstreetmap.org/way/osm-269376306","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Mueller Lofts","Atlanta","GA","osm_industrial","osm-270883893","https://www.openstreetmap.org/way/osm-270883893","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Russell Center X Ups Logistics Launchpad","Atlanta","GA","osm_industrial","osm-270883923","https://www.openstreetmap.org/way/osm-270883923","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"U-Haul Moving & Storage At Peters St","Atlanta","GA","osm_industrial","osm-271168820","https://www.openstreetmap.org/way/osm-271168820","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Packaging Corporation Of America","East Point","GA","osm_industrial","osm-274025220","https://www.openstreetmap.org/way/osm-274025220","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Americold","Atlanta","GA","osm_industrial","osm-274055596","https://www.openstreetmap.org/way/osm-274055596","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Central Atlanta Props And Sets (Caps Ga)","East Point","GA","osm_industrial","osm-275559745","https://www.openstreetmap.org/way/osm-275559745","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dick'S Sporting Goods","Atlanta","GA","osm_industrial","osm-277546484","https://www.openstreetmap.org/way/osm-277546484","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"General Paper","Atlanta","GA","osm_industrial","osm-278556969","https://www.openstreetmap.org/way/osm-278556969","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Huddle House Distribution","Atlanta","GA","osm_industrial","osm-278557063","https://www.openstreetmap.org/way/osm-278557063","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
