company,city,state,source,source_id,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,pitch_angle
"Airport Maintenance","Chicago","IL","osm_industrial","osm-162501525","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 515","Chicago","IL","osm_industrial","osm-163490313","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Airport Maintenance Complex (Amc)","Chicago","IL","osm_industrial","osm-163490314","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 513","Chicago","IL","osm_industrial","osm-163490315","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Gate Gourmet Flight Kitchen","Chicago","IL","osm_industrial","osm-163490319","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 516","Chicago","IL","osm_industrial","osm-163490320","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 517","Chicago","IL","osm_industrial","osm-163490321","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 514","Chicago","IL","osm_industrial","osm-163490331","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"United States Postal Service","Chicago","IL","osm_industrial","osm-163493066","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 617","Chicago","IL","osm_industrial","osm-163493360","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 609","Chicago","IL","osm_industrial","osm-163493361","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fedex","Chicago","IL","osm_industrial","osm-163493373","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 630","Chicago","IL","osm_industrial","osm-163493374","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 618","Chicago","IL","osm_industrial","osm-163493377","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 616","Chicago","IL","osm_industrial","osm-163493378","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 663","Chicago","IL","osm_industrial","osm-163493379","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 613","Chicago","IL","osm_industrial","osm-163493380","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Building 614","Chicago","IL","osm_industrial","osm-163493390","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cinespace Kedzie Studio Building","Chicago","IL","osm_industrial","osm-163707031","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Tony'S Wholesale","Chicago","IL","osm_industrial","osm-163884349","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Acuity Brands Lighting","Chicago","IL","osm_industrial","osm-164461304","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Chicago","IL","osm_industrial","osm-165232196","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Goose Island Barrel Warehouse","Chicago","IL","osm_industrial","osm-209383265","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Flow Products Inc","Chicago","IL","osm_industrial","osm-209463963","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ashland Cold Storage","Chicago","IL","osm_industrial","osm-209708329","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Anthony Marano Co","Chicago","IL","osm_industrial","osm-209711673","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Public Storage","Chicago","IL","osm_industrial","osm-209713687","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Chicago International Produce Market","Chicago","IL","osm_industrial","osm-209786535","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Bataglia Distribution","Chicago","IL","osm_industrial","osm-209786537","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Food Industry Distribution","Chicago","IL","osm_industrial","osm-209786549","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Bataglia Distribution","Chicago","IL","osm_industrial","osm-209786623","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Public Storage","Chicago","IL","osm_industrial","osm-209881179","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Northwestern Terra Cotta Company Building","Chicago","IL","osm_industrial","osm-209881201","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Columbia Pipe & Supply Co.","Chicago","IL","osm_industrial","osm-210164411","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Spiegel Office Building","Chicago","IL","osm_industrial","osm-210167428","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Midwest Carpet & Flooring","Chicago","IL","osm_industrial","osm-210167624","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Geodis Building 18","Edwardsville","IL","osm_industrial","osm-237458151","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Turner Electric","Edwardsville","IL","osm_industrial","osm-237458741","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Hershey Midwest Distribution Center","Edwardsville","IL","osm_industrial","osm-237458888","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Unilever","Edwardsville","IL","osm_industrial","osm-237459639","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Db Schenker","Edwardsville","IL","osm_industrial","osm-568773830","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Edwardsville","IL","osm_industrial","osm-568773832","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Hartford","IL","osm_industrial","osm-568775092","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"The Fox Warehouse","East Saint Louis","IL","osm_industrial","osm-655493243","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Polarville Refrigerated Warehouse","Fairmont City","IL","osm_industrial","osm-656375133","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Worldwide Technologies","Edwardsville","IL","osm_industrial","osm-709360366","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Worldwide Technologies","Edwardsville","IL","osm_industrial","osm-709361841","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Geodis-Hallmark","Edwardsville","IL","osm_industrial","osm-709362535","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Edwardsville","IL","osm_industrial","osm-950802556","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Pontoon Beach","IL","osm_industrial","osm-1011605813","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Anheuser Bush","Edwardsville","IL","osm_industrial","osm-1143807417","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Phillip 66","Edwardsville","IL","osm_industrial","osm-1143807419","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Lowe'S Adc","Edwardsville","IL","osm_industrial","osm-1143807420","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Chicagoland Logistics Hub","Joliet","IL","auto_seed","solar-025","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","331478","1.1","5594604","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","420,000 sqft single-story warehouse"
"Tyson Fresh Meats Inc","Hillsdale","IL","epa_ghgrp","epa-1000037","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311611. Pre-qualified high-energy solar candidate."
"Ingredion Incorporated Argo Plant","Bedford Park","IL","epa_ghgrp","epa-1000261","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311221. Pre-qualified high-energy solar candidate."
"Primary Products Ingredients Americas Llc - Decatur","Decatur","IL","epa_ghgrp","epa-1000334","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311221. Pre-qualified high-energy solar candidate."
"Koppers Inc. Stickney Plant","Cicero","IL","epa_ghgrp","epa-1000336","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Equistar Chemicals Lp","Morris","IL","epa_ghgrp","epa-1000342","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Kensing Llc","Kankakee","IL","epa_ghgrp","epa-1000356","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325613. Pre-qualified high-energy solar candidate."
"Adm Quincy","Quincy","IL","epa_ghgrp","epa-1000376","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311224. Pre-qualified high-energy solar candidate."
"Biourja Renewables Llc","Peoria","IL","epa_ghgrp","epa-1000466","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Honeywell International Inc","Metropolis","IL","epa_ghgrp","epa-1000631","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325180. Pre-qualified high-energy solar candidate."
"Vantage Oleochemicals","Chicago","IL","epa_ghgrp","epa-1001336","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Olin Winchester, Llc","East Alton","IL","epa_ghgrp","epa-1001717","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332992. Pre-qualified high-energy solar candidate."
"John Deere Harvester Works","East Moline","IL","epa_ghgrp","epa-1001732","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333111. Pre-qualified high-energy solar candidate."
"Matheson - Lemont Plant","Romeoville","IL","epa_ghgrp","epa-1002044","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Mondelez Global Llc","Chicago","IL","epa_ghgrp","epa-1002194","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311821. Pre-qualified high-energy solar candidate."
"Jbs/Swift Pork Company","Beardstown","IL","epa_ghgrp","epa-1002346","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311611. Pre-qualified high-energy solar candidate."
"One Earth Energy Llc","Gibson City","IL","epa_ghgrp","epa-1002356","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Fca Belvidere Assembly Plant","Belvidere","IL","epa_ghgrp","epa-1002357","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Caterpillar Inc. - East Peoria Plant","East Peoria","IL","epa_ghgrp","epa-1002575","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333120. Pre-qualified high-energy solar candidate."
"Solae Co Gibson","Gibson City","IL","epa_ghgrp","epa-1002614","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311224. Pre-qualified high-energy solar candidate."
"Nucor Steel Kankakee, Inc.","Bourbonnais","IL","epa_ghgrp","epa-1002621","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Mexichem Specialty Resins, Inc.","Henry","IL","epa_ghgrp","epa-1002652","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
